transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id,unit_price
35159,2023-03-03,10:10:01,1,8,60,3.75
35160,2023-03-03,10:11:25,1,8,33,3.5
35161,2023-03-03,10:12:21,1,5,40,3.75
35162,2023-03-03,10:15:16,2,5,57,3.1
35163,2023-03-03,10:19:53,1,5,34,2.45
35164,2023-03-03,10:23:17,1,8,46,2.5
35165,2023-03-03,10:25:55,2,5,26,3.0
35166,2023-03-03,10:26:25,1,8,47,3.0
35167,2023-03-03,10:28:45,1,8,56,2.55
35168,2023-03-03,10:31:43,1,8,54,2.5
35169,2023-03-03,10:40:11,2,5,36,3.75
35170,2023-03-03,10:41:29,1,5,33,3.5
35171,2023-03-03,10:41:29,1,5,72,3.25
35172,2023-03-03,10:47:36,2,8,42,2.5
35173,2023-03-03,10:47:36,1,8,74,3.5
35174,2023-03-03,10:47:55,1,8,39,4.25
35175,2023-03-03,10:52:38,1,8,25,2.2
35176,2023-03-03,10:52:39,2,8,26,3.0
35177,2023-03-03,10:54:07,1,5,33,3.5
35178,2023-03-03,10:54:16,2,5,39,4.25
35179,2023-03-03,10:54:52,2,5,29,2.5
35180,2023-03-03,10:54:57,1,8,54,2.5
35181,2023-03-03,10:56:53,2,5,43,3.0
35182,2023-03-03,10:56:53,1,5,73,3.75
35183,2023-03-03,10:58:20,1,8,45,3.0
35184,2023-03-03,11:02:48,1,5,54,2.5
35185,2023-03-03,11:03:47,2,3,33,3.5
35186,2023-03-03,11:05:55,2,3,28,2.0
35187,2023-03-03,11:06:30,2,3,28,2.0
35188,2023-03-03,11:07:03,2,5,26,3.0
35189,2023-03-03,11:07:05,1,5,41,4.25
35190,2023-03-03,11:07:34,1,3,47,3.0
35191,2023-03-03,11:08:00,1,3,42,2.5
35192,2023-03-03,11:08:51,2,8,30,3.0
35193,2023-03-03,11:10:02,2,3,24,3.0
35194,2023-03-03,11:12:31,2,8,44,2.5
35195,2023-03-03,11:16:15,1,3,50,2.5
35196,2023-03-03,11:17:10,2,5,33,3.5
35197,2023-03-03,11:17:10,1,5,74,3.5
35198,2023-03-03,11:17:17,2,8,61,4.75
35199,2023-03-03,11:20:01,1,3,59,4.5
35200,2023-03-03,11:20:58,2,3,50,2.5
35201,2023-03-03,11:21:22,1,8,42,2.5
35202,2023-03-03,11:22:02,1,5,24,3.0
35203,2023-03-03,11:23:56,1,5,61,4.75
35204,2023-03-03,11:23:56,1,8,54,2.5
35205,2023-03-03,11:23:56,1,8,72,3.25
35206,2023-03-03,11:26:09,2,8,61,4.75
35207,2023-03-03,11:26:18,1,8,52,2.5
35208,2023-03-03,11:26:19,1,3,43,3.0
35209,2023-03-03,11:26:40,2,3,60,3.75
35210,2023-03-03,11:26:40,1,3,78,4.5
35211,2023-03-03,11:26:49,2,3,47,3.0
35212,2023-03-03,11:27:47,1,3,29,2.5
35213,2023-03-03,11:30:16,2,8,37,3.0
35214,2023-03-03,11:30:54,1,3,57,3.1
35215,2023-03-03,11:31:00,2,5,39,4.25
35216,2023-03-03,11:31:00,1,5,70,3.25
35217,2023-03-03,11:31:26,1,8,26,3.0
35218,2023-03-03,11:32:49,1,8,47,3.0
35219,2023-03-03,11:33:08,1,8,24,3.0
35220,2023-03-03,11:33:18,2,3,35,3.1
35221,2023-03-03,11:33:43,1,5,57,3.1
35222,2023-03-03,11:33:44,2,5,26,3.0
35223,2023-03-03,11:33:44,1,5,75,3.5
35224,2023-03-03,11:36:11,2,3,42,2.5
35225,2023-03-03,11:36:34,2,3,41,4.25
35226,2023-03-03,11:36:49,2,8,33,3.5
35227,2023-03-03,11:38:23,2,8,49,3.0
35228,2023-03-03,11:40:02,2,3,60,3.75
35229,2023-03-03,11:40:02,1,3,74,3.5
35230,2023-03-03,11:40:15,2,3,30,3.0
35231,2023-03-03,11:40:28,2,5,34,2.45
35232,2023-03-03,11:40:31,1,8,43,3.0
35233,2023-03-03,11:41:07,2,3,33,3.5
35234,2023-03-03,11:41:57,2,5,48,2.5
35235,2023-03-03,11:42:43,1,3,38,3.75
35236,2023-03-03,11:42:45,2,5,25,2.2
35237,2023-03-03,11:42:48,2,3,40,3.75
35238,2023-03-03,11:42:48,1,3,77,3.0
35239,2023-03-03,11:42:51,1,5,50,2.5
35240,2023-03-03,11:43:18,2,5,22,2.0
35241,2023-03-03,11:44:14,1,8,49,3.0
35242,2023-03-03,11:46:12,2,3,30,3.0
35243,2023-03-03,11:46:54,1,3,51,3.0
35244,2023-03-03,11:46:54,1,3,22,2.0
35245,2023-03-03,11:46:54,1,3,77,3.0
35246,2023-03-03,11:46:57,1,5,28,2.0
35247,2023-03-03,11:47:13,2,3,41,4.25
35248,2023-03-03,11:48:00,2,3,42,2.5
35249,2023-03-03,11:50:45,1,8,36,3.75
35250,2023-03-03,11:50:45,1,8,69,3.25
35251,2023-03-03,11:51:18,1,8,43,3.0
35252,2023-03-03,11:52:38,1,5,37,3.0
35253,2023-03-03,11:53:41,2,5,58,3.5
35254,2023-03-03,11:53:41,1,5,73,3.75
35255,2023-03-03,11:54:24,2,3,38,3.75
35256,2023-03-03,11:55:14,2,5,52,2.5
35257,2023-03-03,11:55:14,1,5,74,3.5
35258,2023-03-03,11:57:55,1,5,33,3.5
35259,2023-03-03,11:58:06,1,5,36,3.75
35260,2023-03-03,11:58:21,2,8,48,2.5
35261,2023-03-03,12:00:05,1,3,61,4.75
35262,2023-03-03,12:00:18,2,3,31,2.2
35263,2023-03-03,12:00:18,1,3,71,3.75
35264,2023-03-03,12:04:30,2,5,26,3.0
35265,2023-03-03,12:04:30,1,5,72,3.25
35266,2023-03-03,12:04:54,2,3,28,2.0
35267,2023-03-03,12:05:06,2,5,30,3.0
35268,2023-03-03,12:05:06,1,5,70,3.25
35269,2023-03-03,12:06:20,2,3,42,2.5
35270,2023-03-03,12:06:30,1,3,49,3.0
35271,2023-03-03,12:06:30,1,3,77,3.0
35272,2023-03-03,12:06:47,1,8,38,3.75
35273,2023-03-03,12:08:07,2,5,45,3.0
35274,2023-03-03,12:08:20,2,3,55,4.0
35275,2023-03-03,12:09:44,1,8,33,3.5
35276,2023-03-03,12:10:35,1,3,54,2.5
35277,2023-03-03,12:13:35,1,3,26,3.0
35278,2023-03-03,12:13:35,1,3,79,3.75
35279,2023-03-03,12:15:24,2,5,42,2.5
35280,2023-03-03,12:15:27,1,3,23,2.5
35281,2023-03-03,12:17:20,1,5,53,3.0
35282,2023-03-03,12:17:20,1,5,78,4.5
35283,2023-03-03,12:17:52,1,3,27,3.5
35284,2023-03-03,12:19:34,2,5,32,3.0
35285,2023-03-03,12:19:34,1,5,72,3.25
35286,2023-03-03,12:21:00,2,8,47,3.0
35287,2023-03-03,12:23:36,1,8,35,3.1
35288,2023-03-03,12:25:50,2,8,52,2.5
35289,2023-03-03,12:26:12,2,8,22,2.0
35290,2023-03-03,12:26:12,1,8,76,3.5
35291,2023-03-03,12:28:05,1,8,49,3.0
35292,2023-03-03,12:30:20,1,5,51,3.0
35293,2023-03-03,12:31:47,2,3,59,4.5
35294,2023-03-03,12:32:22,1,3,50,2.5
35295,2023-03-03,12:35:27,2,8,61,4.75
35296,2023-03-03,12:38:33,1,8,56,2.55
35297,2023-03-03,12:38:56,1,8,60,3.75
35298,2023-03-03,12:41:26,1,3,30,3.0
35299,2023-03-03,12:42:55,1,3,45,3.0
35300,2023-03-03,12:42:57,2,5,47,3.0
35301,2023-03-03,12:44:17,1,3,45,3.0
35302,2023-03-03,12:45:07,1,3,51,3.0
35303,2023-03-03,12:45:07,1,3,72,3.25
35304,2023-03-03,12:45:53,1,8,40,3.75
35305,2023-03-03,12:47:18,2,3,42,2.5
35306,2023-03-03,12:47:30,1,5,59,4.5
35307,2023-03-03,12:47:58,1,3,51,3.0
35308,2023-03-03,12:48:06,1,3,25,2.2
35309,2023-03-03,12:48:06,1,3,77,3.0
35310,2023-03-03,12:48:38,1,5,33,3.5
35311,2023-03-03,12:48:38,1,5,76,3.5
35312,2023-03-03,12:50:18,1,8,27,3.5
35313,2023-03-03,12:50:49,2,8,58,3.5
35314,2023-03-03,12:51:07,2,5,51,3.0
35315,2023-03-03,12:51:09,2,3,57,3.1
35316,2023-03-03,12:51:09,1,3,72,3.25
35317,2023-03-03,12:51:54,2,3,25,2.2
35318,2023-03-03,12:52:37,2,3,39,4.25
35319,2023-03-03,12:54:01,1,8,55,4.0
35320,2023-03-03,12:54:40,2,8,38,3.75
35321,2023-03-03,12:54:40,1,8,78,4.5
35322,2023-03-03,12:55:08,2,8,24,3.0
35323,2023-03-03,12:56:02,2,8,50,2.5
35324,2023-03-03,12:56:30,2,3,41,4.25
35325,2023-03-03,12:58:20,2,5,35,3.1
35326,2023-03-03,12:59:08,1,3,43,3.0
35327,2023-03-03,13:00:44,1,3,60,3.75
35328,2023-03-03,13:01:04,2,8,27,3.5
35329,2023-03-03,13:01:11,1,3,56,2.55
35330,2023-03-03,13:01:11,1,5,25,2.2
35331,2023-03-03,13:01:11,1,5,73,3.75
35332,2023-03-03,13:04:55,2,8,52,2.5
35333,2023-03-03,13:08:54,1,5,49,3.0
35334,2023-03-03,13:09:01,2,5,56,2.55
35335,2023-03-03,13:09:01,1,5,74,3.5
35336,2023-03-03,13:09:17,1,3,43,3.0
35337,2023-03-03,13:10:24,1,3,31,2.2
35338,2023-03-03,13:11:49,2,8,45,3.0
35339,2023-03-03,13:12:16,2,3,23,2.5
35340,2023-03-03,13:20:13,1,3,34,2.45
35341,2023-03-03,13:22:09,1,5,55,4.0
35342,2023-03-03,13:22:29,2,5,33,3.5
35343,2023-03-03,13:22:29,1,5,75,3.5
35344,2023-03-03,13:24:10,1,3,55,4.0
35345,2023-03-03,13:26:01,1,8,49,3.0
35346,2023-03-03,13:30:07,2,3,31,2.2
35347,2023-03-03,13:30:53,2,5,42,2.5
35348,2023-03-03,13:31:04,1,5,43,3.0
35349,2023-03-03,13:31:04,1,5,74,3.5
35350,2023-03-03,13:31:45,1,8,33,3.5
35351,2023-03-03,13:32:40,2,5,30,3.0
35352,2023-03-03,13:33:43,1,3,42,2.5
35353,2023-03-03,13:36:50,2,8,41,4.25
35354,2023-03-03,13:39:52,1,8,29,2.5
35355,2023-03-03,13:44:19,1,8,54,2.5
35356,2023-03-03,13:44:22,1,5,23,2.5
35357,2023-03-03,13:48:42,2,3,26,3.0
35358,2023-03-03,13:48:44,2,8,42,2.5
35359,2023-03-03,13:48:44,1,8,73,3.75
35360,2023-03-03,13:52:13,1,3,54,2.5
35361,2023-03-03,13:52:13,1,3,75,3.5
35362,2023-03-03,13:56:11,2,3,40,3.75
35363,2023-03-03,13:56:11,1,3,77,3.0
35364,2023-03-03,13:56:11,2,8,40,3.75
35365,2023-03-03,13:56:40,2,5,38,3.75
35366,2023-03-03,13:57:04,1,5,31,2.2
35367,2023-03-03,13:57:16,2,3,48,2.5
35368,2023-03-03,13:57:24,2,3,57,3.1
35369,2023-03-03,13:57:28,1,8,57,3.1
35370,2023-03-03,13:57:57,2,5,59,4.5
35371,2023-03-03,13:58:14,1,3,45,3.0
35372,2023-03-03,13:58:34,1,3,41,4.25
35373,2023-03-03,13:58:34,1,3,73,3.75
35374,2023-03-03,13:59:04,1,5,49,3.0
35375,2023-03-03,13:59:44,1,8,30,3.0
35376,2023-03-03,14:00:17,1,3,23,2.5
35377,2023-03-03,14:00:17,1,3,74,3.5
35378,2023-03-03,14:02:32,1,5,57,3.1
35379,2023-03-03,14:02:58,2,3,24,3.0
35380,2023-03-03,14:03:06,2,3,26,3.0
35381,2023-03-03,14:03:33,1,8,35,3.1
35382,2023-03-03,14:03:33,1,8,74,3.5
35383,2023-03-03,14:03:54,1,3,56,2.55
35384,2023-03-03,14:04:07,1,8,39,4.25
35385,2023-03-03,14:04:07,1,8,69,3.25
35386,2023-03-03,14:04:48,2,3,59,4.5
35387,2023-03-03,14:05:03,2,8,33,3.5
35388,2023-03-03,14:06:01,2,3,49,3.0
35389,2023-03-03,14:06:59,2,3,59,4.5
35390,2023-03-03,14:07:23,2,8,49,3.0
35391,2023-03-03,14:08:43,2,5,53,3.0
35392,2023-03-03,14:09:52,1,8,56,2.55
35393,2023-03-03,14:10:19,1,8,39,4.25
35394,2023-03-03,14:13:41,1,8,41,4.25
35395,2023-03-03,14:14:01,2,5,48,2.5
35396,2023-03-03,14:15:14,1,5,32,3.0
35397,2023-03-03,14:15:14,1,5,74,3.5
35398,2023-03-03,14:15:20,1,3,27,3.5
35399,2023-03-03,14:15:52,1,3,52,2.5
35400,2023-03-03,14:18:47,2,5,35,3.1
35401,2023-03-03,14:18:47,1,5,71,3.75
35402,2023-03-03,14:19:32,1,8,42,2.5
35403,2023-03-03,14:19:44,2,5,59,4.5
35404,2023-03-03,14:21:57,2,3,38,3.75
35405,2023-03-03,14:22:17,2,8,47,3.0
35406,2023-03-03,14:22:48,2,5,26,3.0
35407,2023-03-03,14:23:43,2,3,32,3.0
35408,2023-03-03,14:25:36,1,5,56,2.55
35409,2023-03-03,14:26:41,2,8,52,2.5
35410,2023-03-03,14:30:08,2,8,56,2.55
35411,2023-03-03,14:31:34,1,3,60,3.75
35412,2023-03-03,14:32:41,2,3,45,3.0
35413,2023-03-03,14:33:27,1,8,24,3.0
35414,2023-03-03,14:35:38,2,8,55,4.0
35415,2023-03-03,14:37:12,1,3,41,4.25
35416,2023-03-03,14:38:36,2,3,22,2.0
35417,2023-03-03,14:38:41,1,8,26,3.0
35418,2023-03-03,14:41:47,2,3,36,3.75
35419,2023-03-03,14:42:59,1,5,51,3.0
35420,2023-03-03,14:43:26,2,5,57,3.1
35421,2023-03-03,14:44:03,2,3,56,2.55
35422,2023-03-03,14:44:29,2,5,30,3.0
35423,2023-03-03,14:44:42,2,8,40,3.75
35424,2023-03-03,14:44:43,1,3,27,3.5
35425,2023-03-03,14:44:43,1,3,70,3.25
35426,2023-03-03,14:45:28,1,3,24,3.0
35427,2023-03-03,14:46:17,1,8,28,2.0
35428,2023-03-03,14:46:54,2,5,29,2.5
35429,2023-03-03,14:47:02,2,3,55,4.0
35430,2023-03-03,14:47:09,2,3,26,3.0
35431,2023-03-03,14:49:17,2,5,42,2.5
35432,2023-03-03,14:49:25,2,8,48,2.5
35433,2023-03-03,14:49:31,1,8,60,3.75
35434,2023-03-03,14:49:39,2,8,87,3.0
35435,2023-03-03,14:49:50,2,8,52,2.5
35436,2023-03-03,14:49:54,2,3,24,3.0
35437,2023-03-03,14:52:10,2,5,61,4.75
35438,2023-03-03,14:52:10,1,5,69,3.25
35439,2023-03-03,14:54:41,1,8,44,2.5
35440,2023-03-03,14:54:59,1,3,34,2.45
35441,2023-03-03,14:55:03,1,5,51,3.0
35442,2023-03-03,14:55:36,2,8,35,3.1
35443,2023-03-03,14:55:45,2,3,37,3.0
35444,2023-03-03,14:55:57,2,8,61,4.75
35445,2023-03-03,14:56:27,1,8,44,2.5
35446,2023-03-03,14:58:14,2,8,24,3.0
35447,2023-03-03,14:58:14,1,8,77,3.0
35448,2023-03-03,14:59:18,2,3,54,2.5
35449,2023-03-03,14:59:35,1,5,60,3.75
35450,2023-03-03,14:59:54,2,5,57,3.1
35451,2023-03-03,15:00:39,2,3,45,3.0
35452,2023-03-03,15:00:39,1,3,73,3.75
35453,2023-03-03,15:01:31,2,5,35,3.1
35454,2023-03-03,15:01:43,1,8,41,4.25
35455,2023-03-03,15:01:43,1,8,76,3.5
35456,2023-03-03,15:02:09,1,3,48,2.5
35457,2023-03-03,15:02:09,1,3,70,3.25
35458,2023-03-03,15:02:34,1,3,24,3.0
35459,2023-03-03,15:02:45,2,8,55,4.0
35460,2023-03-03,15:04:07,2,5,43,3.0
35461,2023-03-03,15:07:55,1,3,35,3.1
35462,2023-03-03,15:08:21,1,3,46,2.5
35463,2023-03-03,15:10:02,2,5,32,3.0
35464,2023-03-03,15:11:28,2,8,48,2.5
35465,2023-03-03,15:11:28,1,8,77,3.0
35466,2023-03-03,15:11:41,2,5,30,3.0
35467,2023-03-03,15:12:40,2,3,29,2.5
35468,2023-03-03,15:15:24,1,3,61,4.75
35469,2023-03-03,15:15:48,2,5,34,2.45
35470,2023-03-03,15:16:34,2,5,52,2.5
35471,2023-03-03,15:16:34,1,5,73,3.75
35472,2023-03-03,15:18:37,2,3,56,2.55
35473,2023-03-03,15:21:14,2,3,50,2.5
35474,2023-03-03,15:24:23,1,3,29,2.5
35475,2023-03-03,15:24:46,2,3,28,2.0
35476,2023-03-03,15:26:58,2,3,29,2.5
35477,2023-03-03,15:27:29,2,8,38,3.75
35478,2023-03-03,15:28:14,1,8,55,4.0
35479,2023-03-03,15:28:43,1,8,59,4.5
35480,2023-03-03,15:28:43,1,8,79,3.75
35481,2023-03-03,15:29:50,1,5,39,4.25
35482,2023-03-03,15:29:50,1,5,71,3.75
35483,2023-03-03,15:30:42,2,5,22,2.0
35484,2023-03-03,15:32:47,1,3,31,2.2
35485,2023-03-03,15:33:04,2,3,41,4.25
35486,2023-03-03,15:34:07,1,3,34,2.45
35487,2023-03-03,15:35:15,2,3,42,2.5
35488,2023-03-03,15:35:25,1,3,26,3.0
35489,2023-03-03,15:35:49,2,3,43,3.0
35490,2023-03-03,15:36:32,1,8,44,2.5
35491,2023-03-03,15:37:01,2,3,53,3.0
35492,2023-03-03,15:38:02,1,3,34,2.45
35493,2023-03-03,15:38:56,2,3,43,3.0
35494,2023-03-03,15:39:00,1,8,23,2.5
35495,2023-03-03,15:40:06,2,8,61,4.75
35496,2023-03-03,15:40:59,1,3,61,4.75
35497,2023-03-03,15:41:00,2,8,43,3.0
35498,2023-03-03,15:41:02,1,3,35,3.1
35499,2023-03-03,15:41:26,1,8,40,3.75
35500,2023-03-03,15:42:01,1,8,42,2.5
35501,2023-03-03,15:43:10,1,5,55,4.0
35502,2023-03-03,15:43:11,1,3,24,3.0
35503,2023-03-03,15:43:11,1,3,69,3.25
35504,2023-03-03,15:43:29,1,5,31,2.2
35505,2023-03-03,15:43:32,1,3,55,4.0
35506,2023-03-03,15:44:13,1,8,56,2.55
35507,2023-03-03,15:44:13,1,8,79,3.75
35508,2023-03-03,15:47:09,1,5,22,2.0
35509,2023-03-03,15:47:09,1,5,72,3.25
35510,2023-03-03,15:47:58,2,8,61,4.75
35511,2023-03-03,15:47:58,1,8,76,3.5
35512,2023-03-03,15:48:46,2,5,55,4.0
35513,2023-03-03,15:49:49,1,3,46,2.5
35514,2023-03-03,15:50:02,2,5,43,3.0
35515,2023-03-03,15:52:31,1,3,45,3.0
35516,2023-03-03,15:52:38,2,3,48,2.5
35517,2023-03-03,15:53:19,1,3,56,2.55
35518,2023-03-03,15:53:24,1,8,39,4.25
35519,2023-03-03,15:54:52,1,3,54,2.5
35520,2023-03-03,15:54:52,1,3,69,3.25
35521,2023-03-03,15:55:15,1,8,34,2.45
35522,2023-03-03,15:57:20,2,5,87,3.0
35523,2023-03-03,15:58:24,2,3,59,4.5
35524,2023-03-03,15:58:31,2,3,40,3.75
35525,2023-03-03,16:00:06,2,8,24,3.0
35526,2023-03-03,16:00:44,1,5,26,3.0
35527,2023-03-03,16:01:17,1,3,42,2.5
35528,2023-03-03,16:02:19,2,3,37,3.0
35529,2023-03-03,16:02:19,1,3,79,3.75
35530,2023-03-03,16:03:08,1,3,25,2.2
35531,2023-03-03,16:04:27,1,3,41,4.25
35532,2023-03-03,16:05:38,2,3,30,3.0
35533,2023-03-03,16:05:40,2,3,56,2.55
35534,2023-03-03,16:05:40,1,3,77,3.0
35535,2023-03-03,16:06:29,2,5,40,3.75
35536,2023-03-03,16:09:08,1,3,38,3.75
35537,2023-03-03,16:11:26,2,3,36,3.75
35538,2023-03-03,16:12:24,1,3,22,2.0
35539,2023-03-03,16:13:17,1,3,47,3.0
35540,2023-03-03,16:13:17,1,3,76,3.5
35541,2023-03-03,16:14:07,1,8,33,3.5
35542,2023-03-03,16:14:07,1,8,69,3.25
35543,2023-03-03,16:15:02,2,8,38,3.75
35544,2023-03-03,16:15:53,1,8,56,2.55
35545,2023-03-03,16:19:05,1,5,51,3.0
35546,2023-03-03,16:19:05,1,5,77,3.0
35547,2023-03-03,16:19:08,1,5,52,2.5
35548,2023-03-03,16:20:06,2,8,54,2.5
35549,2023-03-03,16:20:41,1,5,32,3.0
35550,2023-03-03,16:20:46,2,3,33,3.5
35551,2023-03-03,16:21:10,2,8,47,3.0
35552,2023-03-03,16:21:27,1,8,46,2.5
35553,2023-03-03,16:22:57,1,3,23,2.5
35554,2023-03-03,16:22:58,2,8,46,2.5
35555,2023-03-03,16:24:45,2,8,53,3.0
35556,2023-03-03,16:24:45,1,8,75,3.5
35557,2023-03-03,16:25:38,1,3,55,4.0
35558,2023-03-03,16:25:43,2,3,39,4.25
35559,2023-03-03,16:25:47,2,3,49,3.0
35560,2023-03-03,16:26:11,1,3,61,4.75
35561,2023-03-03,16:26:11,1,3,70,3.25
35562,2023-03-03,16:26:54,1,3,58,3.5
35563,2023-03-03,16:26:54,1,3,73,3.75
35564,2023-03-03,16:27:30,1,8,29,2.5
35565,2023-03-03,16:28:33,2,8,53,3.0
35566,2023-03-03,16:29:14,2,8,46,2.5
35567,2023-03-03,16:32:00,1,8,41,4.25
35568,2023-03-03,16:32:09,2,8,57,3.1
35569,2023-03-03,16:33:26,1,5,30,3.0
35570,2023-03-03,16:34:31,1,3,33,3.5
35571,2023-03-03,16:35:33,2,8,47,3.0
35572,2023-03-03,16:37:05,1,8,35,3.1
35573,2023-03-03,16:37:31,2,3,36,3.75
35574,2023-03-03,16:37:59,2,8,28,2.0
35575,2023-03-03,16:37:59,1,8,73,3.75
35576,2023-03-03,16:38:00,1,5,37,3.0
35577,2023-03-03,16:42:05,1,3,32,3.0
35578,2023-03-03,16:42:17,2,3,25,2.2
35579,2023-03-03,16:43:22,1,5,54,2.5
35580,2023-03-03,16:43:36,1,3,22,2.0
35581,2023-03-03,16:43:58,1,5,46,2.5
35582,2023-03-03,16:43:58,1,5,71,3.75
35583,2023-03-03,16:44:09,2,5,50,2.5
35584,2023-03-03,16:45:18,1,8,44,2.5
35585,2023-03-03,16:46:07,1,3,34,2.45
35586,2023-03-03,16:48:31,2,3,57,3.1
35587,2023-03-03,16:48:53,2,5,59,4.5
35588,2023-03-03,16:48:55,1,5,51,3.0
35589,2023-03-03,16:49:49,1,5,45,3.0
35590,2023-03-03,16:50:27,1,8,61,4.75
35591,2023-03-03,16:50:47,2,5,23,2.5
35592,2023-03-03,16:50:47,1,5,77,3.0
35593,2023-03-03,16:51:51,2,3,48,2.5
35594,2023-03-03,16:51:51,2,8,22,2.0
35595,2023-03-03,16:53:10,2,3,27,3.5
35596,2023-03-03,16:53:57,2,3,55,4.0
35597,2023-03-03,16:54:02,2,8,47,3.0
35598,2023-03-03,16:54:23,1,3,41,4.25
35599,2023-03-03,16:54:23,1,3,71,3.75
35600,2023-03-03,16:54:58,2,8,53,3.0
35601,2023-03-03,16:55:22,2,3,35,3.1
35602,2023-03-03,16:58:19,1,3,34,2.45
35603,2023-03-03,16:58:42,1,3,39,4.25
35604,2023-03-03,16:59:48,1,3,39,4.25
35605,2023-03-03,17:01:00,2,3,49,3.0
35606,2023-03-03,17:04:01,1,3,58,3.5
35607,2023-03-03,17:04:17,1,3,31,2.2
35608,2023-03-03,17:04:41,2,8,22,2.0
35609,2023-03-03,17:04:43,2,8,58,3.5
35610,2023-03-03,17:04:43,1,8,78,4.5
35611,2023-03-03,17:04:53,2,5,42,2.5
35612,2023-03-03,17:04:53,1,5,75,3.5
35613,2023-03-03,17:06:44,2,8,49,3.0
35614,2023-03-03,17:08:41,1,5,25,2.2
35615,2023-03-03,17:13:08,1,3,40,3.75
35616,2023-03-03,17:15:25,1,5,56,2.55
35617,2023-03-03,17:15:31,2,5,87,3.0
35618,2023-03-03,17:15:52,1,3,51,3.0
35619,2023-03-03,17:18:05,2,8,23,2.5
35620,2023-03-03,17:20:32,1,8,38,3.75
35621,2023-03-03,17:22:24,1,8,33,3.5
35622,2023-03-03,17:22:39,2,3,60,3.75
35623,2023-03-03,17:24:14,2,3,28,2.0
35624,2023-03-03,17:25:29,2,8,25,2.2
35625,2023-03-03,17:25:42,1,8,34,2.45
35626,2023-03-03,17:26:55,2,8,26,3.0
35627,2023-03-03,17:27:11,1,8,56,2.55
35628,2023-03-03,17:27:22,1,5,61,4.75
35629,2023-03-03,17:27:24,2,8,50,2.5
35630,2023-03-03,17:27:24,1,8,69,3.25
35631,2023-03-03,17:35:36,1,5,43,3.0
35632,2023-03-03,17:35:54,1,8,38,3.75
35633,2023-03-03,17:36:15,1,3,38,3.75
35634,2023-03-03,17:36:15,1,8,47,3.0
35635,2023-03-03,17:40:08,1,8,24,3.0
35636,2023-03-03,17:40:15,1,3,54,2.5
35637,2023-03-03,17:41:38,2,8,37,3.0
35638,2023-03-03,17:42:13,1,3,35,3.1
35639,2023-03-03,17:42:34,2,5,45,3.0
35640,2023-03-03,17:44:23,2,3,58,3.5
35641,2023-03-03,17:44:23,1,3,71,3.75
35642,2023-03-03,17:44:26,1,3,60,3.75
35643,2023-03-03,17:44:32,1,3,38,3.75
35644,2023-03-03,17:44:44,2,5,37,3.0
35645,2023-03-03,17:45:41,1,5,38,3.75
35646,2023-03-03,17:45:47,2,5,38,3.75
35647,2023-03-03,17:45:47,1,5,71,3.75
35648,2023-03-03,17:46:21,2,5,57,3.1
35649,2023-03-03,17:48:07,1,3,40,3.75
35650,2023-03-03,17:49:43,2,5,22,2.0
35651,2023-03-03,17:49:47,2,5,23,2.5
35652,2023-03-03,17:49:47,1,5,73,3.75
35653,2023-03-03,17:50:37,2,5,48,2.5
35654,2023-03-03,17:51:20,1,8,47,3.0
35655,2023-03-03,17:53:15,2,3,34,2.45
35656,2023-03-03,17:53:15,1,3,72,3.25
35657,2023-03-03,17:54:06,2,8,33,3.5
35658,2023-03-03,17:55:24,2,5,58,3.5
35659,2023-03-03,17:55:49,2,3,47,3.0
35660,2023-03-03,17:55:59,1,3,31,2.2
35661,2023-03-03,17:56:21,1,3,38,3.75
35662,2023-03-03,17:57:45,1,3,60,3.75
35663,2023-03-03,17:59:02,2,8,40,3.75
35664,2023-03-03,17:59:02,1,8,73,3.75
35665,2023-03-03,17:59:40,1,5,27,3.5
35666,2023-03-03,18:00:57,1,3,39,4.25
35667,2023-03-03,18:01:58,1,3,42,2.5
35668,2023-03-03,18:02:34,1,5,41,4.25
35669,2023-03-03,18:02:52,1,3,30,3.0
35670,2023-03-03,18:05:59,2,8,56,2.55
35671,2023-03-03,18:07:36,2,8,38,3.75
35672,2023-03-03,18:08:01,1,3,56,2.55
35673,2023-03-03,18:09:18,1,8,39,4.25
35674,2023-03-03,18:10:09,1,8,29,2.5
35675,2023-03-03,18:10:56,2,3,41,4.25
35676,2023-03-03,18:11:15,1,5,56,2.55
35677,2023-03-03,18:12:02,1,3,42,2.5
35678,2023-03-03,18:15:55,2,8,22,2.0
35679,2023-03-03,18:15:55,1,8,76,3.5
35680,2023-03-03,18:16:44,1,8,31,2.2
35681,2023-03-03,18:17:17,1,5,51,3.0
35682,2023-03-03,18:17:17,1,5,74,3.5
35683,2023-03-03,18:17:50,2,3,25,2.2
35684,2023-03-03,18:18:29,2,8,25,2.2
35685,2023-03-03,18:20:15,1,5,43,3.0
35686,2023-03-03,18:20:26,1,3,57,3.1
35687,2023-03-03,18:22:09,2,8,24,3.0
35688,2023-03-03,18:22:53,1,3,23,2.5
35689,2023-03-03,18:23:00,1,8,42,2.5
35690,2023-03-03,18:26:32,2,5,29,2.5
35691,2023-03-03,18:27:13,1,5,43,3.0
35692,2023-03-03,18:27:26,1,8,32,3.0
35693,2023-03-03,18:27:27,2,3,51,3.0
35694,2023-03-03,18:28:18,1,3,58,3.5
35695,2023-03-03,18:29:28,2,8,55,4.0
