inventory_date,store_id,product_id,opening_stock,received_stock,sold_quantity,closing_stock,stockout_flag
2023-02-02,8,71,117,28,2,143,False
2023-02-02,8,72,58,0,0,58,False
2023-02-02,8,73,26,0,3,23,False
2023-02-02,8,74,64,48,2,110,False
2023-02-02,8,75,90,0,0,90,False
2023-02-02,8,76,35,0,1,34,False
2023-02-02,8,77,77,23,3,97,False
2023-02-02,8,78,32,0,3,29,False
2023-02-02,8,79,99,0,4,95,False
2023-02-02,8,81,71,0,0,71,False
2023-02-02,8,82,67,0,0,67,False
2023-02-02,8,83,48,0,0,48,False
2023-02-02,8,84,68,0,0,68,False
2023-02-02,8,87,78,0,8,70,False
2023-02-03,3,1,46,0,0,46,False
2023-02-03,3,2,102,0,0,102,False
2023-02-03,3,3,80,0,0,80,False
2023-02-03,3,4,65,0,0,65,False
2023-02-03,3,5,82,0,0,82,False
2023-02-03,3,6,113,0,0,113,False
2023-02-03,3,7,38,0,0,38,False
2023-02-03,3,8,82,38,0,120,False
2023-02-03,3,9,45,0,0,45,False
2023-02-03,3,10,43,0,0,43,False
2023-02-03,3,11,79,0,0,79,False
2023-02-03,3,12,103,0,0,103,False
2023-02-03,3,13,79,0,0,79,False
2023-02-03,3,14,94,0,0,94,False
2023-02-03,3,15,100,0,0,100,False
2023-02-03,3,16,86,0,0,86,False
2023-02-03,3,17,73,0,0,73,False
2023-02-03,3,18,34,0,0,34,False
2023-02-03,3,19,94,0,0,94,False
2023-02-03,3,20,74,0,0,74,False
2023-02-03,3,21,68,41,0,109,False
2023-02-03,3,22,56,0,15,41,False
2023-02-03,3,23,63,0,10,53,False
2023-02-03,3,24,99,0,9,90,False
2023-02-03,3,25,87,0,9,78,False
2023-02-03,3,26,98,0,7,91,False
2023-02-03,3,27,68,54,7,115,False
2023-02-03,3,28,86,0,7,79,False
2023-02-03,3,29,75,0,1,74,False
2023-02-03,3,30,71,44,7,108,False
2023-02-03,3,31,63,0,7,56,False
2023-02-03,3,32,54,36,1,89,False
2023-02-03,3,33,46,0,7,39,False
2023-02-03,3,34,71,0,4,67,False
2023-02-03,3,35,115,0,1,114,False
2023-02-03,3,36,38,0,2,36,False
2023-02-03,3,37,116,0,9,107,False
2023-02-03,3,38,88,0,7,81,False
2023-02-03,3,39,51,0,6,45,False
2023-02-03,3,40,91,0,4,87,False
2023-02-03,3,41,59,0,8,51,False
2023-02-03,3,42,86,33,6,113,False
2023-02-03,3,43,105,0,7,98,False
2023-02-03,3,44,53,0,3,50,False
2023-02-03,3,45,37,0,6,31,False
2023-02-03,3,46,106,0,4,102,False
2023-02-03,3,47,67,0,3,64,False
2023-02-03,3,48,118,0,6,112,False
2023-02-03,3,49,95,0,8,87,False
2023-02-03,3,50,105,0,5,100,False
2023-02-03,3,51,87,0,3,84,False
2023-02-03,3,52,63,0,6,57,False
2023-02-03,3,53,62,0,6,56,False
2023-02-03,3,54,76,56,9,123,False
2023-02-03,3,55,79,0,12,67,False
2023-02-03,3,56,42,0,8,34,False
2023-02-03,3,57,81,10,12,79,False
2023-02-03,3,58,46,0,12,34,False
2023-02-03,3,59,98,0,13,85,False
2023-02-03,3,60,101,0,8,93,False
2023-02-03,3,61,104,0,5,99,False
2023-02-03,3,63,94,0,0,94,False
2023-02-03,3,64,54,0,0,54,False
2023-02-03,3,65,107,41,0,148,False
2023-02-03,3,69,75,0,3,72,False
2023-02-03,3,70,65,0,4,61,False
2023-02-03,3,71,98,42,4,136,False
2023-02-03,3,72,65,0,4,61,False
2023-02-03,3,73,50,21,4,67,False
2023-02-03,3,74,60,37,2,95,False
2023-02-03,3,75,84,40,4,120,False
2023-02-03,3,76,46,0,2,44,False
2023-02-03,3,77,76,0,2,74,False
2023-02-03,3,78,39,43,1,81,False
2023-02-03,3,79,98,0,1,97,False
2023-02-03,3,81,83,0,0,83,False
2023-02-03,3,82,61,0,0,61,False
2023-02-03,3,83,49,0,0,49,False
2023-02-03,3,84,66,28,0,94,False
2023-02-03,3,87,97,19,0,116,False
2023-02-03,5,1,53,0,0,53,False
2023-02-03,5,2,94,0,0,94,False
2023-02-03,5,3,87,0,0,87,False
2023-02-03,5,4,77,0,0,77,False
2023-02-03,5,5,74,0,0,74,False
2023-02-03,5,6,92,0,0,92,False
2023-02-03,5,7,46,0,0,46,False
2023-02-03,5,8,102,0,0,102,False
2023-02-03,5,9,58,0,0,58,False
2023-02-03,5,10,41,0,0,41,False
2023-02-03,5,11,77,18,0,95,False
2023-02-03,5,12,105,0,0,105,False
2023-02-03,5,13,97,0,0,97,False
2023-02-03,5,14,87,0,0,87,False
2023-02-03,5,15,87,0,0,87,False
2023-02-03,5,16,89,0,0,89,False
2023-02-03,5,17,71,58,0,129,False
2023-02-03,5,18,41,0,0,41,False
2023-02-03,5,19,89,0,0,89,False
2023-02-03,5,20,77,0,0,77,False
2023-02-03,5,21,73,0,0,73,False
2023-02-03,5,22,77,0,4,73,False
2023-02-03,5,23,39,30,5,64,False
2023-02-03,5,24,114,0,2,112,False
2023-02-03,5,25,87,0,4,83,False
2023-02-03,5,26,87,12,12,87,False
2023-02-03,5,27,66,0,1,65,False
2023-02-03,5,28,98,0,1,97,False
2023-02-03,5,29,82,0,7,75,False
2023-02-03,5,30,79,0,7,72,False
2023-02-03,5,31,65,0,3,62,False
2023-02-03,5,32,63,0,9,54,False
2023-02-03,5,33,32,0,3,29,False
2023-02-03,5,34,72,0,2,70,False
2023-02-03,5,35,100,0,5,95,False
2023-02-03,5,36,53,53,5,101,False
2023-02-03,5,37,91,0,10,81,False
2023-02-03,5,38,97,0,11,86,False
2023-02-03,5,39,54,0,9,45,False
2023-02-03,5,40,94,0,3,91,False
2023-02-03,5,41,47,0,7,40,False
2023-02-03,5,42,109,0,5,104,False
2023-02-03,5,43,98,0,5,93,False
2023-02-03,5,44,69,0,2,67,False
2023-02-03,5,45,47,0,4,43,False
2023-02-03,5,46,101,0,4,97,False
2023-02-03,5,47,68,0,4,64,False
2023-02-03,5,48,108,0,7,101,False
2023-02-03,5,49,80,0,3,77,False
2023-02-03,5,50,85,0,7,78,False
2023-02-03,5,51,84,0,9,75,False
2023-02-03,5,52,58,0,10,48,False
2023-02-03,5,53,68,11,1,78,False
2023-02-03,5,54,65,0,8,57,False
2023-02-03,5,55,81,0,5,76,False
2023-02-03,5,56,43,42,6,79,False
2023-02-03,5,57,87,0,4,83,False
2023-02-03,5,58,59,0,4,55,False
2023-02-03,5,59,105,0,2,103,False
2023-02-03,5,60,79,28,3,104,False
2023-02-03,5,61,116,0,3,113,False
2023-02-03,5,63,90,0,0,90,False
2023-02-03,5,64,61,55,0,116,False
2023-02-03,5,65,116,41,0,157,False
2023-02-03,5,69,70,0,1,69,False
2023-02-03,5,70,58,0,1,57,False
2023-02-03,5,71,121,0,5,116,False
2023-02-03,5,72,54,28,3,79,False
2023-02-03,5,73,28,0,3,25,False
2023-02-03,5,74,57,46,4,99,False
2023-02-03,5,75,107,0,5,102,False
2023-02-03,5,76,47,27,2,72,False
2023-02-03,5,77,70,0,2,68,False
2023-02-03,5,78,49,0,2,47,False
2023-02-03,5,79,87,48,1,134,False
2023-02-03,5,81,75,0,0,75,False
2023-02-03,5,82,47,0,0,47,False
2023-02-03,5,83,42,0,0,42,False
2023-02-03,5,84,92,32,0,124,False
2023-02-03,5,87,86,0,7,79,False
2023-02-03,8,1,32,0,0,32,False
2023-02-03,8,2,92,0,0,92,False
2023-02-03,8,3,82,20,0,102,False
2023-02-03,8,4,63,36,0,99,False
2023-02-03,8,5,62,0,0,62,False
2023-02-03,8,6,109,0,0,109,False
2023-02-03,8,7,29,0,0,29,False
2023-02-03,8,8,84,0,0,84,False
2023-02-03,8,9,50,0,0,50,False
2023-02-03,8,10,43,0,0,43,False
2023-02-03,8,11,88,0,0,88,False
2023-02-03,8,12,125,0,0,125,False
2023-02-03,8,13,86,0,0,86,False
2023-02-03,8,14,96,18,0,114,False
2023-02-03,8,15,77,0,0,77,False
2023-02-03,8,16,100,22,0,122,False
2023-02-03,8,17,65,26,0,91,False
2023-02-03,8,18,32,0,0,32,False
2023-02-03,8,19,107,0,0,107,False
2023-02-03,8,20,61,0,0,61,False
2023-02-03,8,21,74,0,0,74,False
2023-02-03,8,22,52,0,10,42,False
2023-02-03,8,23,56,0,6,50,False
2023-02-03,8,24,116,0,4,112,False
2023-02-03,8,25,99,32,4,127,False
2023-02-03,8,26,96,0,4,92,False
2023-02-03,8,27,65,0,4,61,False
2023-02-03,8,28,90,0,2,88,False
2023-02-03,8,29,67,12,2,77,False
2023-02-03,8,30,61,32,5,88,False
2023-02-03,8,31,62,0,8,54,False
2023-02-03,8,32,47,0,8,39,False
2023-02-03,8,33,33,0,1,32,False
2023-02-03,8,34,81,0,5,76,False
2023-02-03,8,35,95,33,7,121,False
2023-02-03,8,36,43,0,4,39,False
2023-02-03,8,37,98,0,5,93,False
2023-02-03,8,38,106,0,8,98,False
2023-02-03,8,39,57,0,2,55,False
2023-02-03,8,40,97,0,7,90,False
2023-02-03,8,41,46,0,6,40,False
2023-02-03,8,42,88,0,7,81,False
2023-02-03,8,43,93,0,5,88,False
2023-02-03,8,44,67,0,12,55,False
2023-02-03,8,45,38,0,9,29,False
2023-02-03,8,46,113,26,9,130,False
2023-02-03,8,47,69,0,6,63,False
2023-02-03,8,48,100,0,9,91,False
2023-02-03,8,49,83,0,5,78,False
2023-02-03,8,50,109,39,12,136,False
2023-02-03,8,51,100,0,8,92,False
2023-02-03,8,52,37,30,11,56,False
2023-02-03,8,53,77,0,1,76,False
2023-02-03,8,54,78,0,8,70,False
2023-02-03,8,55,60,0,14,46,False
2023-02-03,8,56,44,0,6,38,False
2023-02-03,8,57,80,0,6,74,False
2023-02-03,8,58,59,0,2,57,False
2023-02-03,8,59,93,0,7,86,False
2023-02-03,8,60,89,0,10,79,False
2023-02-03,8,61,102,0,6,96,False
2023-02-03,8,63,88,0,0,88,False
2023-02-03,8,64,67,0,0,67,False
2023-02-03,8,65,121,0,0,121,False
2023-02-03,8,69,78,0,1,77,False
2023-02-03,8,70,69,0,1,68,False
2023-02-03,8,71,110,53,0,163,False
2023-02-03,8,72,64,0,2,62,False
2023-02-03,8,73,36,0,3,33,False
2023-02-03,8,74,80,0,5,75,False
2023-02-03,8,75,92,0,3,89,False
2023-02-03,8,76,43,0,5,38,False
2023-02-03,8,77,83,0,1,82,False
2023-02-03,8,78,47,0,3,44,False
2023-02-03,8,79,84,0,3,81,False
2023-02-03,8,81,83,0,0,83,False
2023-02-03,8,82,74,0,0,74,False
2023-02-03,8,83,47,0,0,47,False
2023-02-03,8,84,80,0,0,80,False
2023-02-03,8,87,87,0,9,78,False
2023-02-04,3,1,48,0,0,48,False
2023-02-04,3,2,109,0,0,109,False
2023-02-04,3,3,88,0,0,88,False
2023-02-04,3,4,78,34,0,112,False
2023-02-04,3,5,71,19,0,90,False
2023-02-04,3,6,114,0,0,114,False
2023-02-04,3,7,38,0,0,38,False
2023-02-04,3,8,86,0,0,86,False
2023-02-04,3,9,48,0,0,48,False
2023-02-04,3,10,56,51,0,107,False
2023-02-04,3,11,80,0,0,80,False
2023-02-04,3,12,102,0,0,102,False
2023-02-04,3,13,79,15,0,94,False
2023-02-04,3,14,95,0,0,95,False
2023-02-04,3,15,101,0,0,101,False
2023-02-04,3,16,96,0,0,96,False
2023-02-04,3,17,77,0,0,77,False
2023-02-04,3,18,53,0,0,53,False
2023-02-04,3,19,102,18,0,120,False
2023-02-04,3,20,83,0,0,83,False
2023-02-04,3,21,79,0,0,79,False
2023-02-04,3,22,70,0,4,66,False
2023-02-04,3,23,57,50,9,98,False
2023-02-04,3,24,112,0,6,106,False
2023-02-04,3,25,83,0,1,82,False
2023-02-04,3,26,83,0,7,76,False
2023-02-04,3,27,56,37,2,91,False
2023-02-04,3,28,100,0,12,88,False
2023-02-04,3,29,67,0,9,58,False
2023-02-04,3,30,70,32,7,95,False
2023-02-04,3,31,66,0,7,59,False
2023-02-04,3,32,38,0,5,33,False
2023-02-04,3,33,30,0,9,21,False
2023-02-04,3,34,79,43,13,109,False
2023-02-04,3,35,93,43,1,135,False
2023-02-04,3,36,50,0,6,44,False
2023-02-04,3,37,110,0,10,100,False
2023-02-04,3,38,107,0,5,102,False
2023-02-04,3,39,47,0,8,39,False
2023-02-04,3,40,93,46,7,132,False
2023-02-04,3,41,52,0,2,50,False
2023-02-04,3,42,91,0,2,89,False
2023-02-04,3,43,76,0,6,70,False
2023-02-04,3,44,63,0,1,62,False
2023-02-04,3,45,48,0,6,42,False
2023-02-04,3,46,98,0,11,87,False
2023-02-04,3,47,56,0,2,54,False
2023-02-04,3,48,102,0,9,93,False
2023-02-04,3,49,89,0,6,83,False
2023-02-04,3,50,96,0,7,89,False
2023-02-04,3,51,92,0,2,90,False
2023-02-04,3,52,42,0,5,37,False
2023-02-04,3,53,50,0,5,45,False
2023-02-04,3,54,57,47,6,98,False
2023-02-04,3,55,61,0,6,55,False
2023-02-04,3,56,43,0,12,31,False
2023-02-04,3,57,86,0,3,83,False
2023-02-04,3,58,45,0,9,36,False
2023-02-04,3,59,81,0,13,68,False
2023-02-04,3,60,86,0,3,83,False
2023-02-04,3,61,122,0,0,122,False
2023-02-04,3,63,86,0,0,86,False
2023-02-04,3,64,63,0,0,63,False
2023-02-04,3,65,113,0,0,113,False
2023-02-04,3,69,61,0,2,59,False
2023-02-04,3,70,59,0,2,57,False
2023-02-04,3,71,106,0,9,97,False
2023-02-04,3,72,63,0,4,59,False
2023-02-04,3,73,47,48,2,93,False
2023-02-04,3,74,74,0,3,71,False
2023-02-04,3,75,84,0,1,83,False
2023-02-04,3,76,35,27,2,60,False
2023-02-04,3,77,69,0,2,67,False
2023-02-04,3,78,57,0,0,57,False
2023-02-04,3,79,75,46,0,121,False
2023-02-04,3,81,60,0,0,60,False
2023-02-04,3,82,66,0,0,66,False
2023-02-04,3,83,51,0,0,51,False
2023-02-04,3,84,71,32,0,103,False
2023-02-04,3,87,79,0,0,79,False
2023-02-04,5,1,46,0,0,46,False
2023-02-04,5,2,96,0,0,96,False
2023-02-04,5,3,91,10,0,101,False
2023-02-04,5,4,63,0,0,63,False
2023-02-04,5,5,69,0,0,69,False
2023-02-04,5,6,113,0,0,113,False
2023-02-04,5,7,35,0,0,35,False
2023-02-04,5,8,86,0,0,86,False
2023-02-04,5,9,40,0,0,40,False
2023-02-04,5,10,46,25,0,71,False
2023-02-04,5,11,62,0,0,62,False
2023-02-04,5,12,105,0,0,105,False
2023-02-04,5,13,99,49,0,148,False
2023-02-04,5,14,80,0,0,80,False
2023-02-04,5,15,106,0,0,106,False
2023-02-04,5,16,94,0,0,94,False
2023-02-04,5,17,72,0,0,72,False
2023-02-04,5,18,46,0,0,46,False
2023-02-04,5,19,106,0,0,106,False
2023-02-04,5,20,69,0,0,69,False
2023-02-04,5,21,86,0,0,86,False
2023-02-04,5,22,77,0,10,67,False
2023-02-04,5,23,40,0,3,37,False
2023-02-04,5,24,115,10,0,125,False
2023-02-04,5,25,91,0,2,89,False
2023-02-04,5,26,100,38,5,133,False
2023-02-04,5,27,59,0,11,48,False
2023-02-04,5,28,93,0,4,89,False
2023-02-04,5,29,84,0,1,83,False
2023-02-04,5,30,78,34,4,108,False
2023-02-04,5,31,59,38,8,89,False
2023-02-04,5,32,54,0,11,43,False
2023-02-04,5,33,37,0,2,35,False
2023-02-04,5,34,82,0,13,69,False
2023-02-04,5,35,107,0,5,102,False
2023-02-04,5,36,54,43,7,90,False
2023-02-04,5,37,116,0,5,111,False
2023-02-04,5,38,105,0,6,99,False
2023-02-04,5,39,62,0,2,60,False
2023-02-04,5,40,96,0,6,90,False
2023-02-04,5,41,38,0,9,29,False
2023-02-04,5,42,101,0,8,93,False
2023-02-04,5,43,99,0,3,96,False
2023-02-04,5,44,51,0,11,40,False
2023-02-04,5,45,51,0,5,46,False
2023-02-04,5,46,117,23,8,132,False
2023-02-04,5,47,65,0,2,63,False
2023-02-04,5,48,105,29,3,131,False
2023-02-04,5,49,88,0,10,78,False
2023-02-04,5,50,109,43,5,147,False
2023-02-04,5,51,109,0,6,103,False
2023-02-04,5,52,59,30,5,84,False
2023-02-04,5,53,68,0,4,64,False
2023-02-04,5,54,60,0,12,48,False
2023-02-04,5,55,86,0,10,76,False
2023-02-04,5,56,27,0,9,18,False
2023-02-04,5,57,68,58,8,118,False
2023-02-04,5,58,34,0,7,27,False
2023-02-04,5,59,107,0,6,101,False
2023-02-04,5,60,88,0,2,86,False
2023-02-04,5,61,100,0,4,96,False
2023-02-04,5,63,81,52,0,133,False
2023-02-04,5,64,61,0,0,61,False
2023-02-04,5,65,118,0,0,118,False
2023-02-04,5,69,81,0,4,77,False
2023-02-04,5,70,62,0,2,60,False
2023-02-04,5,71,110,0,7,103,False
2023-02-04,5,72,74,51,4,121,False
2023-02-04,5,73,53,0,4,49,False
2023-02-04,5,74,65,0,2,63,False
2023-02-04,5,75,112,0,4,108,False
2023-02-04,5,76,50,0,3,47,False
2023-02-04,5,77,84,0,3,81,False
2023-02-04,5,78,33,0,3,30,False
2023-02-04,5,79,76,0,1,75,False
2023-02-04,5,81,84,52,0,136,False
2023-02-04,5,82,66,0,0,66,False
2023-02-04,5,83,43,51,0,94,False
2023-02-04,5,84,91,0,0,91,False
2023-02-04,5,87,76,0,6,70,False
2023-02-04,8,1,47,0,0,47,False
2023-02-04,8,2,87,0,0,87,False
2023-02-04,8,3,74,0,0,74,False
2023-02-04,8,4,79,0,0,79,False
2023-02-04,8,5,79,0,0,79,False
2023-02-04,8,6,91,0,0,91,False
2023-02-04,8,7,28,0,0,28,False
2023-02-04,8,8,93,0,0,93,False
2023-02-04,8,9,36,0,0,36,False
2023-02-04,8,10,49,0,0,49,False
2023-02-04,8,11,89,0,0,89,False
2023-02-04,8,12,120,0,0,120,False
2023-02-04,8,13,84,0,0,84,False
2023-02-04,8,14,85,0,0,85,False
2023-02-04,8,15,97,0,0,97,False
2023-02-04,8,16,83,36,0,119,False
2023-02-04,8,17,77,0,0,77,False
2023-02-04,8,18,43,0,0,43,False
2023-02-04,8,19,109,0,0,109,False
2023-02-04,8,20,62,0,0,62,False
2023-02-04,8,21,82,0,0,82,False
2023-02-04,8,22,69,0,6,63,False
2023-02-04,8,23,41,0,7,34,False
2023-02-04,8,24,104,11,8,107,False
2023-02-04,8,25,83,16,11,88,False
2023-02-04,8,26,84,0,4,80,False
2023-02-04,8,27,59,0,6,53,False
2023-02-04,8,28,88,55,7,136,False
2023-02-04,8,29,79,0,8,71,False
2023-02-04,8,30,72,53,2,123,False
2023-02-04,8,31,58,0,12,46,False
2023-02-04,8,32,43,36,2,77,False
2023-02-04,8,33,29,0,11,18,False
2023-02-04,8,34,84,0,17,67,False
2023-02-04,8,35,101,0,9,92,False
2023-02-04,8,36,27,0,3,24,False
2023-02-04,8,37,93,0,2,91,False
2023-02-04,8,38,115,0,3,112,False
2023-02-04,8,39,49,0,8,41,False
2023-02-04,8,40,90,16,5,101,False
2023-02-04,8,41,47,45,2,90,False
2023-02-04,8,42,85,12,1,96,False
2023-02-04,8,43,85,14,0,99,False
2023-02-04,8,44,48,32,11,69,False
2023-02-04,8,45,47,57,2,102,False
2023-02-04,8,46,107,0,9,98,False
2023-02-04,8,47,69,0,7,62,False
2023-02-04,8,48,95,50,5,140,False
2023-02-04,8,49,98,0,4,94,False
2023-02-04,8,50,88,0,10,78,False
2023-02-04,8,51,96,0,5,91,False
2023-02-04,8,52,61,0,6,55,False
2023-02-04,8,53,70,0,3,67,False
2023-02-04,8,54,75,0,4,71,False
2023-02-04,8,55,85,0,8,77,False
2023-02-04,8,56,28,0,5,23,False
2023-02-04,8,57,91,0,5,86,False
2023-02-04,8,58,48,0,6,42,False
2023-02-04,8,59,91,0,6,85,False
2023-02-04,8,60,81,0,8,73,False
2023-02-04,8,61,115,0,8,107,False
2023-02-04,8,63,108,19,0,127,False
2023-02-04,8,64,69,0,0,69,False
2023-02-04,8,65,97,12,0,109,False
2023-02-04,8,69,66,10,2,74,False
2023-02-04,8,70,67,55,4,118,False
2023-02-04,8,71,103,0,2,101,False
2023-02-04,8,72,72,0,2,70,False
2023-02-04,8,73,47,0,3,44,False
2023-02-04,8,74,59,0,2,57,False
2023-02-04,8,75,99,0,0,99,False
2023-02-04,8,76,40,0,3,37,False
2023-02-04,8,77,71,0,0,71,False
2023-02-04,8,78,41,0,3,38,False
2023-02-04,8,79,98,0,1,97,False
2023-02-04,8,81,84,0,0,84,False
2023-02-04,8,82,59,0,0,59,False
2023-02-04,8,83,54,0,0,54,False
2023-02-04,8,84,83,0,0,83,False
2023-02-04,8,87,92,35,10,117,False
2023-02-05,3,1,46,0,0,46,False
2023-02-05,3,2,104,50,0,154,False
2023-02-05,3,3,101,0,0,101,False
2023-02-05,3,4,79,0,0,79,False
2023-02-05,3,5,58,0,0,58,False
2023-02-05,3,6,102,0,0,102,False
2023-02-05,3,7,39,0,0,39,False
2023-02-05,3,8,90,0,0,90,False
2023-02-05,3,9,51,0,0,51,False
2023-02-05,3,10,48,0,0,48,False
2023-02-05,3,11,74,0,0,74,False
2023-02-05,3,12,105,40,0,145,False
2023-02-05,3,13,91,0,0,91,False
2023-02-05,3,14,105,0,0,105,False
2023-02-05,3,15,86,0,0,86,False
2023-02-05,3,16,82,0,0,82,False
2023-02-05,3,17,90,54,0,144,False
2023-02-05,3,18,35,0,0,35,False
2023-02-05,3,19,105,0,0,105,False
2023-02-05,3,20,80,0,0,80,False
2023-02-05,3,21,68,0,0,68,False
2023-02-05,3,22,59,0,8,51,False
2023-02-05,3,23,42,0,6,36,False
2023-02-05,3,24,98,39,5,132,False
2023-02-05,3,25,86,0,10,76,False
2023-02-05,3,26,76,0,6,70,False
2023-02-05,3,27,65,0,7,58,False
2023-02-05,3,28,100,0,2,98,False
2023-02-05,3,29,63,0,10,53,False
2023-02-05,3,30,80,23,2,101,False
2023-02-05,3,31,76,0,6,70,False
2023-02-05,3,32,40,0,12,28,False
2023-02-05,3,33,52,39,5,86,False
2023-02-05,3,34,64,56,2,118,False
2023-02-05,3,35,107,0,10,97,False
2023-02-05,3,36,38,37,6,69,False
2023-02-05,3,37,103,0,9,94,False
2023-02-05,3,38,114,0,11,103,False
2023-02-05,3,39,69,0,8,61,False
2023-02-05,3,40,78,0,5,73,False
2023-02-05,3,41,50,0,4,46,False
2023-02-05,3,42,108,0,7,101,False
2023-02-05,3,43,97,52,3,146,False
2023-02-05,3,44,74,0,3,71,False
2023-02-05,3,45,38,0,6,32,False
2023-02-05,3,46,105,0,12,93,False
2023-02-05,3,47,70,0,5,65,False
2023-02-05,3,48,115,0,7,108,False
2023-02-05,3,49,101,0,10,91,False
2023-02-05,3,50,102,0,4,98,False
2023-02-05,3,51,101,0,9,92,False
2023-02-05,3,52,50,0,5,45,False
2023-02-05,3,53,58,0,3,55,False
2023-02-05,3,54,69,0,7,62,False
2023-02-05,3,55,73,0,3,70,False
2023-02-05,3,56,47,0,3,44,False
2023-02-05,3,57,79,0,5,74,False
2023-02-05,3,58,55,0,11,44,False
2023-02-05,3,59,79,0,1,78,False
2023-02-05,3,60,96,0,5,91,False
2023-02-05,3,61,108,0,5,103,False
2023-02-05,3,63,108,0,0,108,False
2023-02-05,3,64,63,33,0,96,False
2023-02-05,3,65,111,0,0,111,False
2023-02-05,3,69,55,0,2,53,False
2023-02-05,3,70,70,0,3,67,False
2023-02-05,3,71,113,0,4,109,False
2023-02-05,3,72,74,0,5,69,False
2023-02-05,3,73,28,0,3,25,False
2023-02-05,3,74,63,0,1,62,False
2023-02-05,3,75,109,47,5,151,False
2023-02-05,3,76,36,0,4,32,False
2023-02-05,3,77,72,0,4,68,False
2023-02-05,3,78,42,0,1,41,False
2023-02-05,3,79,102,41,3,140,False
2023-02-05,3,81,83,0,0,83,False
2023-02-05,3,82,72,14,0,86,False
2023-02-05,3,83,46,24,0,70,False
2023-02-05,3,84,82,0,0,82,False
2023-02-05,3,87,94,0,0,94,False
2023-02-05,5,1,56,0,0,56,False
2023-02-05,5,2,81,0,0,81,False
2023-02-05,5,3,101,0,0,101,False
2023-02-05,5,4,65,0,0,65,False
2023-02-05,5,5,57,48,0,105,False
2023-02-05,5,6,106,0,0,106,False
2023-02-05,5,7,49,0,0,49,False
2023-02-05,5,8,78,0,0,78,False
2023-02-05,5,9,37,0,0,37,False
2023-02-05,5,10,53,0,0,53,False
2023-02-05,5,11,90,37,0,127,False
2023-02-05,5,12,102,0,0,102,False
2023-02-05,5,13,105,0,0,105,False
2023-02-05,5,14,107,0,0,107,False
2023-02-05,5,15,106,0,0,106,False
2023-02-05,5,16,88,55,0,143,False
2023-02-05,5,17,78,38,0,116,False
2023-02-05,5,18,59,0,0,59,False
2023-02-05,5,19,114,0,0,114,False
2023-02-05,5,20,74,0,0,74,False
2023-02-05,5,21,65,0,0,65,False
2023-02-05,5,22,51,0,2,49,False
2023-02-05,5,23,41,53,2,92,False
2023-02-05,5,24,95,0,3,92,False
2023-02-05,5,25,87,0,6,81,False
2023-02-05,5,26,73,0,5,68,False
2023-02-05,5,27,74,0,7,67,False
2023-02-05,5,28,102,26,0,128,False
2023-02-05,5,29,78,0,8,70,False
2023-02-05,5,30,79,0,6,73,False
2023-02-05,5,31,68,0,3,65,False
2023-02-05,5,32,50,38,1,87,False
2023-02-05,5,33,33,0,2,31,False
2023-02-05,5,34,77,0,1,76,False
2023-02-05,5,35,96,0,10,86,False
2023-02-05,5,36,42,0,8,34,False
2023-02-05,5,37,117,0,8,109,False
2023-02-05,5,38,101,0,4,97,False
2023-02-05,5,39,50,0,5,45,False
2023-02-05,5,40,90,0,2,88,False
2023-02-05,5,41,57,0,6,51,False
2023-02-05,5,42,94,0,5,89,False
2023-02-05,5,43,83,53,1,135,False
2023-02-05,5,44,69,0,8,61,False
2023-02-05,5,45,30,0,11,19,False
2023-02-05,5,46,126,0,2,124,False
2023-02-05,5,47,64,0,10,54,False
2023-02-05,5,48,101,0,9,92,False
2023-02-05,5,49,95,0,7,88,False
2023-02-05,5,50,82,0,5,77,False
2023-02-05,5,51,86,0,3,83,False
2023-02-05,5,52,38,0,7,31,False
2023-02-05,5,53,60,0,1,59,False
2023-02-05,5,54,73,0,12,61,False
2023-02-05,5,55,64,11,2,73,False
2023-02-05,5,56,33,0,4,29,False
2023-02-05,5,57,86,0,4,82,False
2023-02-05,5,58,60,0,2,58,False
2023-02-05,5,59,79,32,4,107,False
2023-02-05,5,60,92,0,3,89,False
2023-02-05,5,61,93,53,5,141,False
2023-02-05,5,63,94,0,0,94,False
2023-02-05,5,64,75,0,0,75,False
2023-02-05,5,65,120,0,0,120,False
2023-02-05,5,69,58,0,3,55,False
2023-02-05,5,70,53,0,3,50,False
2023-02-05,5,71,115,37,4,148,False
2023-02-05,5,72,73,0,4,69,False
2023-02-05,5,73,34,0,3,31,False
2023-02-05,5,74,57,0,3,54,False
2023-02-05,5,75,96,0,3,93,False
2023-02-05,5,76,53,0,2,51,False
2023-02-05,5,77,70,0,1,69,False
2023-02-05,5,78,58,0,2,56,False
2023-02-05,5,79,98,0,5,93,False
2023-02-05,5,81,81,46,0,127,False
2023-02-05,5,82,46,0,0,46,False
2023-02-05,5,83,63,0,0,63,False
2023-02-05,5,84,87,36,0,123,False
2023-02-05,5,87,84,0,5,79,False
2023-02-05,8,1,44,0,0,44,False
2023-02-05,8,2,105,50,0,155,False
2023-02-05,8,3,99,0,0,99,False
2023-02-05,8,4,71,0,0,71,False
2023-02-05,8,5,55,0,0,55,False
2023-02-05,8,6,106,0,0,106,False
2023-02-05,8,7,46,0,0,46,False
2023-02-05,8,8,76,0,0,76,False
2023-02-05,8,9,60,0,0,60,False
2023-02-05,8,10,33,0,0,33,False
